concept_en,pair_name,pair_class,src_lang,tgt_lang,group,view,peak_layer,peak_mass,onset_layer,auc
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,first,27,0.7237752676010132,27,0.8266521179892647
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,last,0,0.0,-1,0.0
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,all,27,0.12465263437479734,27,0.2083911396595271
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,first,20,0.00016350210353266448,-1,0.0002838724890630276
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,last,0,0.0,-1,0.0
house,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,all,20,2.7250350588777412e-05,-1,4.7312081510504594e-05
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,first,24,0.1374078392982483,24,0.2288659507401396
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,all,24,0.02290130654970805,-1,0.0381443251233566
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,first,26,0.034154217690229416,-1,0.061464886644213124
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,all,26,0.005692369615038236,-1,0.01024414777403552
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,first,26,0.034154217690229416,-1,0.061464886644213124
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,all,26,0.005692369615038236,-1,0.01024414777403552
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,first,27,0.9170282483100891,23,2.172600427768698
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,last,0,0.0,-1,0.0
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,all,27,0.3727530340353648,27,0.6424049034342959
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,first,26,0.0005404122057370842,-1,0.0008206535534969195
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,last,0,0.0,-1,0.0
house,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,all,26,9.006870095618069e-05,-1,0.00013677559224948657
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,first,25,0.8220466375350952,21,1.9676234465816425
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,last,0,0.0,-1,0.0
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,all,25,0.13700777292251587,25,0.32793724109694045
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,first,27,0.004750545136630535,-1,0.007154493899792946
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,last,0,0.0,-1,0.0
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,all,27,0.0007917575227717558,-1,0.001192415649965491
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,first,27,0.004750545136630535,-1,0.007154493899792946
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,last,0,0.0,-1,0.0
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,all,27,0.0007917575227717558,-1,0.001192415649965491
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,first,27,0.9788559079170227,27,1.0585834584772629
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,last,0,0.0,-1,0.0
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,all,27,0.28762077540159225,27,0.3674088046298164
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,first,27,0.0006843750597909093,-1,0.001178242442753774
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,last,0,0.0,-1,0.0
moon,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,all,27,0.00011406250996515155,-1,0.00019637374045896233
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,first,25,0.2675091028213501,24,0.75104282878238
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,all,25,0.044584850470225014,-1,0.12517380479706333
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,first,23,0.011450988240540028,-1,0.033500675891318554
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,all,23,0.0019084980400900047,-1,0.005583445981886425
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,first,23,0.011450988240540028,-1,0.033500675891318554
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,all,23,0.0019084980400900047,-1,0.005583445981886425
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,first,27,0.9783896207809448,25,1.5445170969704696
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,last,0,0.0,-1,0.0
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,all,27,0.5074027180671692,21,1.188591726619126
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,first,20,5.264490937406663e-06,-1,1.587616279860593e-05
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,last,0,0.0,-1,0.0
moon,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,all,20,8.774151562344438e-07,-1,2.646027133100988e-06
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,first,25,0.8369036912918091,23,2.8664492587967265
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,last,0,0.0,-1,0.0
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,all,25,0.13948394854863486,24,0.4777415431327877
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,first,27,0.003696249332278967,-1,0.007668891086543006
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,last,0,0.0,-1,0.0
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,all,27,0.0006160415553798279,-1,0.0012781485144238343
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,first,27,0.0036944039165973663,-1,0.007228638310639468
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,last,0,0.0,-1,0.0
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,all,27,0.0006157339860995611,-1,0.0012047730517732449
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,first,27,0.3652690052986145,22,0.5248783695786663
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,last,0,0.0,-1,0.0
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,all,27,0.06151622537678728,-1,0.09589931861796341
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,first,0,1.9310840798425488e-05,-1,4.884391983228653e-05
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,last,0,0.0,-1,0.0
moon,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,all,0,3.218473466404248e-06,-1,8.14065330538109e-06
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,first,26,0.3256710171699524,21,1.1301471746782088
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,all,26,0.05427850286165873,-1,0.18835786244636812
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,first,26,0.017281319946050644,-1,0.03936653763880926
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,all,26,0.0028802199910084405,-1,0.006561089606468211
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,first,26,0.017281319946050644,-1,0.03936653763880926
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,all,26,0.0028802199910084405,-1,0.006561089606468211
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,first,27,0.7475966811180115,27,0.9556020950387919
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,last,27,0.9935649037361145,23,3.490656101373368
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,all,27,0.8651708960533142,23,1.9155912048043522
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,first,20,4.647163223125972e-06,-1,1.1261448559861387e-05
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,last,0,0.0,-1,0.0
moon,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,all,20,7.745272038543286e-07,-1,1.8769080933102311e-06
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,first,24,0.22036635875701904,23,0.8045210659351909
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,last,0,0.0,-1,0.0
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,all,24,0.036727726459503174,-1,0.13408684432253182
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,first,26,0.01295595895498991,-1,0.016194639965862123
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,last,0,0.0,-1,0.0
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,all,26,0.002159326492498318,-1,0.0026991066609770207
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,first,26,0.01295595895498991,-1,0.016194639965862123
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,last,0,0.0,-1,0.0
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,all,26,0.002159326492498318,-1,0.0026991066609770207
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,first,27,0.9941814541816711,26,1.3065834901033426
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,last,0,0.0,-1,0.0
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,all,27,0.2077270969748497,26,0.4231709930524836
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,first,11,5.87520935368957e-06,-1,2.4318379939325396e-05
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,last,0,0.0,-1,0.0
mountain,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,all,11,9.792015589482617e-07,-1,4.0530633232209e-06
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,first,24,0.35981497168540955,21,1.5031614435448049
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,all,24,0.05996916194756826,-1,0.25052690725746746
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,first,26,0.016270633786916733,-1,0.024288217982583404
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,all,26,0.0027117722978194556,-1,0.004048036330430567
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,first,26,0.016270633786916733,-1,0.024288217982583404
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,all,26,0.0027117722978194556,-1,0.004048036330430567
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,first,27,0.9490280151367188,25,1.5540689971636072
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,last,0,0.0,-1,0.0
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,all,27,0.3215270535244296,23,0.9678545807882575
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,first,26,0.00017578364349901676,-1,0.00031195297462405236
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,last,0,0.0,-1,0.0
mountain,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,all,26,2.9297273916502793e-05,-1,5.199216243734206e-05
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,first,21,0.04049238562583923,-1,0.11805718520228936
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,last,0,0.0,-1,0.0
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,all,21,0.0067487309376398725,-1,0.019676197533714895
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,first,22,0.03909268602728844,-1,0.07593070625289755
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,last,0,0.0,-1,0.0
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,all,22,0.00651544767121474,-1,0.012655117708816258
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,first,22,0.0013058118056505919,-1,0.0034092714860634032
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,last,0,0.0,-1,0.0
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,all,22,0.0002176353009417653,-1,0.0005682119143439006
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,first,27,0.4638923704624176,25,1.056950430538543
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,last,0,0.0,-1,0.0
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,all,27,0.07932835336153705,-1,0.20949442173644323
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,first,27,0.0001876806782092899,-1,0.0003229919345262289
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,last,0,0.0,-1,0.0
mountain,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,all,27,3.128011303488165e-05,-1,5.383198908770481e-05
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,first,24,0.18108981847763062,21,0.6887656165786744
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,all,24,0.030181636412938435,-1,0.11479426942977908
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,first,26,0.0376218818128109,-1,0.06745606992765651
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,all,26,0.006270313635468483,-1,0.011242678321276085
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,first,26,0.0376218818128109,-1,0.06745606992765651
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,all,26,0.006270313635468483,-1,0.011242678321276085
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,first,27,0.925024151802063,25,1.4002131399003626
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,last,27,0.9912200570106506,25,1.527054392827548
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,all,27,0.952615886926651,23,2.680911339569292
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,first,26,0.001608193852007389,-1,0.002823372180557726
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,last,0,0.0,-1,0.0
mountain,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,all,26,0.0002680323086678982,-1,0.0004705620300929544
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,first,23,0.9426075220108032,20,4.891458535929057
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,last,0,0.0,-1,0.0
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,all,23,0.1571012536684672,22,0.8152430893215095
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,first,27,0.015506359748542309,-1,0.017473315494694365
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,last,0,0.0,-1,0.0
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,all,27,0.002584393291423718,-1,0.002912219249115728
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,first,27,0.015506359748542309,-1,0.017473315494694365
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,last,0,0.0,-1,0.0
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,all,27,0.002584393291423718,-1,0.002912219249115728
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,first,27,0.960586428642273,27,0.9959409859513517
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,last,0,0.0,-1,0.0
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,all,27,0.8154769341150919,24,1.8749976695303023
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,first,10,0.0013910838169977069,-1,0.007202307606568555
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,last,0,0.0,-1,0.0
river,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,all,10,0.00023184730283295116,-1,0.0012003846010947591
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,first,24,0.5224969983100891,21,2.047547978680199
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,all,24,0.08708283305168152,-1,0.34125799644669985
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,first,27,0.0075379000045359135,-1,0.016436829018180887
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,hindi_lexical,all,27,0.0012563166674226522,-1,0.0027394715030301478
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,first,27,0.0075379000045359135,-1,0.016436829018180887
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_devanagari,all,27,0.0012563166674226522,-1,0.0027394715030301478
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,first,27,0.8446266651153564,27,0.8887720875658663
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,last,27,0.9999986886978149,24,3.833136357158139
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_native,all,27,0.8622006773948669,1,2.61487215141251
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,first,11,0.0015755750937387347,-1,0.009394319736582538
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,last,0,0.0,-1,0.0
river,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,target_roman,all,11,0.00026259584895645577,-1,0.0015657199560970894
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,first,25,0.6731253266334534,20,2.7465159895382123
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,last,0,0.0,-1,0.0
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,english_gloss,all,25,0.11218755443890889,25,0.45775266492303535
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,first,27,0.017893852666020393,-1,0.021496474191982605
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,last,0,0.0,-1,0.0
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,hindi_lexical,all,27,0.0029823087776700654,-1,0.003582745698663767
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,first,27,0.017893852666020393,-1,0.021496474191982605
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,last,0,0.0,-1,0.0
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_devanagari,all,27,0.0029823087776700654,-1,0.003582745698663767
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,first,27,0.3298334777355194,22,0.5508078566800094
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,last,0,0.0,-1,0.0
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_native,all,27,0.0758422240614891,-1,0.17775558898983235
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,first,10,0.0010510043939575553,-1,0.0063031880767867345
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,last,0,0.0,-1,0.0
river,guj_to_tam,test_cross_script_cross_family,guj_Gujr,tam_Taml,target_roman,all,10,0.00017516739899292588,-1,0.0010505313461311226
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,first,24,0.484842985868454,21,1.759920853092473
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,english_gloss,all,24,0.080807164311409,-1,0.29332014218207886
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,first,27,0.04109800606966019,-1,0.08337101883243747
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,last,0,0.0,-1,0.0
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,hindi_lexical,all,27,0.006849667678276698,-1,0.013895169805406246
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,first,27,0.04109800606966019,-1,0.08337101883243747
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,last,0,0.0,-1,0.0
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_devanagari,all,27,0.006849667678276698,-1,0.013895169805406246
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,first,27,0.7755672931671143,27,0.8725092931084565
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,last,27,0.9999954700469971,24,3.5732862162006516
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_native,all,27,0.8497691055138906,1,2.381990432042276
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,first,27,0.002885496709495783,-1,0.010242399071493463
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,last,0,0.0,-1,0.0
river,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,target_roman,all,27,0.00048091611824929714,-1,0.0017070665119155773
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,first,25,0.09926978498697281,-1,0.20762075571285266
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,last,0,0.0,-1,0.0
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,english_gloss,all,25,0.016544964164495468,-1,0.034603459285475445
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,first,26,0.0002023374690907076,-1,0.0006738381813822247
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,last,0,0.0,-1,0.0
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,hindi_lexical,all,26,3.3722911515117936e-05,-1,0.00011230636356370413
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,first,22,0.0032821758650243282,-1,0.004456788709550352
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,last,0,0.0,-1,0.0
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_devanagari,all,22,0.000547029310837388,-1,0.000742798118258392
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,first,27,0.971885085105896,27,0.9989154953489034
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,last,0,0.0,-1,0.0
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_native,all,27,0.1624342413075889,27,0.198510366987031
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,first,24,0.3863001763820648,24,0.6949697330053621
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,last,0,0.0,-1,0.0
road,asm_to_ben,control_same_script,asm_Beng,ben_Beng,target_roman,all,24,0.06438336273034413,-1,0.11582828883422701
road,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,first,25,0.0005459993262775242,-1,0.0020043120555186533
road,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,last,0,0.0,-1,0.0
road,ben_to_guj,test_cross_script_same_family,ben_Beng,guj_Gujr,english_gloss,all,25,9.099988771292071e-05,-1,0.00033405200925310885
