id,sentence_eng_Latn,sentence_hin_Deva,sentence_ben_Beng,sentence_guj_Gujr,src_text,tgt_text,english_text,hindi_text,pair_name,pair_class,src_lang,tgt_lang,src_lang_name,tgt_lang_name,src_word_count,src_roman,src_devanagari,sentence_tam_Taml,sentence_asm_Beng
9,"Just after 11:00, protesters blocked traffic on the northbound carriage in Whitehall.","ठीक 11:00 बजे के बाद, व्हाइटहॉल में उत्तर की ओर जाने वाले ट्रैफ़िक को प्रदर्शनकारियों ने रोक दिया.","11:00 টার ঠিক পরে, বিক্ষোভকারীরা হোয়াইটহলের উত্তরদিকগামি যানচলাচল অবরোধ করেছিল।",,ঠিক 11:00ৰ পিছত প্রতিবাদকাৰীসকলে হোৱাইট হলৰ নর্থবাউণ্ড কেৰেজৰ ট্রেফিক অৱৰোধ কৰে।,"11:00 টার ঠিক পরে, বিক্ষোভকারীরা হোয়াইটহলের উত্তরদিকগামি যানচলাচল অবরোধ করেছিল।","Just after 11:00, protesters blocked traffic on the northbound carriage in Whitehall.","ठीक 11:00 बजे के बाद, व्हाइटहॉल में उत्तर की ओर जाने वाले ट्रैफ़िक को प्रदर्शनकारियों ने रोक दिया.",asm_to_ben,control_same_script,asm_Beng,ben_Beng,Assamese,Bengali,11,Thika 11:00॰ piChata pratibaadakaaiisakale hoaaiTa hala॰ narthabaauNDa keeja॰ Trephika aॱodha kae।,ठिक 11:00ৰ पिछत प्रतिबादकाৰीसकले होৱाइट हलৰ नर्थबाउण्ड केৰेजৰ ट्रेफिक अৱৰोध कৰे।,,ঠিক 11:00ৰ পিছত প্রতিবাদকাৰীসকলে হোৱাইট হলৰ নর্থবাউণ্ড কেৰেজৰ ট্রেফিক অৱৰোধ কৰে।
12,Nadal's head to head record against the Canadian is 7–2.,कनाडियन के खिलाफ नडाल का सीधा रिकॉर्ड 7-2 है।,কানাডার এই খেলোয়াড়ের বিরুদ্ধে নাদালের মুখোমুখি হওয়ার পরিসংখ্যান হলো ৭-২ ।,,কানাডীয়ানৰ লগত হোৱা নাডালৰ মুখামুখি প্ৰতিদন্দ্বিতাৰ ৰেকৰ্ড হ'ল ৭-২।,কানাডার এই খেলোয়াড়ের বিরুদ্ধে নাদালের মুখোমুখি হওয়ার পরিসংখ্যান হলো ৭-২ ।,Nadal's head to head record against the Canadian is 7–2.,कनाडियन के खिलाफ नडाल का सीधा रिकॉर्ड 7-2 है।,asm_to_ben,control_same_script,asm_Beng,ben_Beng,Assamese,Bengali,9,kaanaaDiiaana॰ lagata hoaa naaDaala॰ mukhaamukhi p॰tidandbitaa॰ ekaDa ha'la 7-2।,कानाडीय़ानৰ लगत होৱा नाडालৰ मुखामुखि प्ৰतिदन्द्बिताৰ ৰेकৰ्ड ह'ल ७-२।,,কানাডীয়ানৰ লগত হোৱা নাডালৰ মুখামুখি প্ৰতিদন্দ্বিতাৰ ৰেকৰ্ড হ'ল ৭-২।
13,He recently lost against Raonic in the Brisbane Open.,वे हाल ही में ब्रिस्बेन ओपन में रोनिक के खिलाफ हार गए थे.,সম্প্রতি তিনি ব্রিসবেন ওপেনে রাওনিকের বিপক্ষে হেরেছেন,,তেওঁ অলপতে ব্ৰিছবেন অ'পেনত ৰেঅ'নিকৰ বিপক্ষে পৰাজিত হৈছিল৷,সম্প্রতি তিনি ব্রিসবেন ওপেনে রাওনিকের বিপক্ষে হেরেছেন,He recently lost against Raonic in the Brisbane Open.,वे हाल ही में ब्रिस्बेन ओपन में रोनिक के खिलाफ हार गए थे.,asm_to_ben,control_same_script,asm_Beng,ben_Beng,Assamese,Bengali,8,teoँ alapate biChabena a'penata ea'nika॰ bipakShe paaajita haiChilaॷ,तेओँ अलपते ब्ৰिछबेन अ'पेनत ৰेअ'निकৰ बिपक्षे पৰाजित हैछिल৷,,তেওঁ অলপতে ব্ৰিছবেন অ'পেনত ৰেঅ'নিকৰ বিপক্ষে পৰাজিত হৈছিল৷
14,Nadal bagged 88% net points in the match winning 76 points in the first serve.,फ़र्स्ट सर्व में नडाल को 76 मैच विनिंग पॉइंट्स में 88% नेट पॉइंट्स मिले.,নাদাল প্রথম সার্ভে ৭৬ পয়েন্ট নিয়ে ম্যাচটিতে ৮৮% নেট পয়েন্ট দখল করেছিল।,,নাডালে প্ৰথম ছাৰ্ভতে খেল জয়ৰ ৭৬পইণ্ট ৮৮% নেট পইণ্ট অৰ্জন কৰিছিল।,নাদাল প্রথম সার্ভে ৭৬ পয়েন্ট নিয়ে ম্যাচটিতে ৮৮% নেট পয়েন্ট দখল করেছিল।,Nadal bagged 88% net points in the match winning 76 points in the first serve.,फ़र्स्ट सर्व में नडाल को 76 मैच विनिंग पॉइंट्स में 88% नेट पॉइंट्स मिले.,asm_to_ben,control_same_script,asm_Beng,ben_Beng,Assamese,Bengali,11,naaDaale p॰thama Chaabhate khela jaय़॰ 76paiNTa 88% neTa paiNTa ajana kaiChila।,नाडाले प्ৰथम छाৰ्भते खेल जय़ৰ ७६पइण्ट ८८% नेट पइण्ट अৰ्जन कৰिछिल।,,নাডালে প্ৰথম ছাৰ্ভতে খেল জয়ৰ ৭৬পইণ্ট ৮৮% নেট পইণ্ট অৰ্জন কৰিছিল।
22,Hsieh also argued that the photogenic Ma was more style than substance.,शय ने यह भी तर्क दिया कि फ़ोटोजेनिक मा हक़ीक़त की तुलना में ज़्यादा बनावटी थे.,এছাড়াও সিয়েহ তর্ক করেছে যে বিচ্ছুরিত মা সত্ত্বার থেকে শৈলী বেশি ছিল।,,ছিয়েহেও  যুক্তি দৰ্শাইছিল যে দ্ৰব্যতকৈ ফ'টোজেনিক মা বেছি চৌখিন।,এছাড়াও সিয়েহ তর্ক করেছে যে বিচ্ছুরিত মা সত্ত্বার থেকে শৈলী বেশি ছিল।,Hsieh also argued that the photogenic Ma was more style than substance.,शय ने यह भी तर्क दिया कि फ़ोटोजेनिक मा हक़ीक़त की तुलना में ज़्यादा बनावटी थे.,asm_to_ben,control_same_script,asm_Beng,ben_Beng,Assamese,Bengali,9,Chieheo  yukti dashaaiChila ye d॰byatakai pha'Tojenika maa beChi chaukhina।,छिय़ेहेओ  युक्ति दৰ्शाइछिल ये द्ৰब्यतकै फ'टोजेनिक मा बेछि चौखिन।,,ছিয়েহেও  যুক্তি দৰ্শাইছিল যে দ্ৰব্যতকৈ ফ'টোজেনিক মা বেছি চৌখিন।
24,Today's Player of the Day is Alex Ovechkin of the Washington Capitals.,आज के खिलाड़ी वॉशिगंटन कैपिटल्स के एलेक्स ओवेचकिन हैं.,আজকের প্লেয়ার অফ দ্য ডে হলেন ওয়াশিংটন ক্যাপিটালসের অ্যালেক্স ওভেককিন।,,আজিৰ প্লেয়াৰ অফ দা ডে হৈছে ৱাশ্বিংটন কেপিটেলৰ এলেক্স অ'ভেছকিন৷,আজকের প্লেয়ার অফ দ্য ডে হলেন ওয়াশিংটন ক্যাপিটালসের অ্যালেক্স ওভেককিন।,Today's Player of the Day is Alex Ovechkin of the Washington Capitals.,आज के खिलाड़ी वॉशिगंटन कैपिटल्स के एलेक्स ओवेचकिन हैं.,asm_to_ben,control_same_script,asm_Beng,ben_Beng,Assamese,Bengali,10,aaji॰ pleaa॰ apha daa De haiChe aashbi.mTana kepiTela॰ eleksa a'bheChakinaॷ,आजिৰ प्लेय़ाৰ अफ दा डे हैछे ৱाश्बिंटन केपिटेलৰ एलेक्स अ'भेछकिन৷,,আজিৰ প্লেয়াৰ অফ দা ডে হৈছে ৱাশ্বিংটন কেপিটেলৰ এলেক্স অ'ভেছকিন৷
30,Iraq's Abu Ghraib prison has been set alight during a riot.,इराक की अबू ग़रीब जेल को दंगे के दौरान आग के हवाले कर दिया गया।,একটি দাঙ্গার সময় ইরাকের আবু গারিব কারাগারটি জ্বালিয়ে দেয়া হয়েছে।,,ইৰাকৰ আবু ঘ্ৰাইব কাৰাগাৰখনক এটা বিদ্ৰোহৰ সময়ত নিৰ্মাণ কৰা হৈছিল৷,একটি দাঙ্গার সময় ইরাকের আবু গারিব কারাগারটি জ্বালিয়ে দেয়া হয়েছে।,Iraq's Abu Ghraib prison has been set alight during a riot.,इराक की अबू ग़रीब जेल को दंगे के दौरान आग के हवाले कर दिया गया।,asm_to_ben,control_same_script,asm_Beng,ben_Beng,Assamese,Bengali,10,iaaka॰ aabu ghaaiba kaaaagaa॰khanaka eTaa bidoha॰ samaय़ta nimaaNa kaaa haiChilaॷ,इৰाकৰ आबु घ्ৰाइब काৰागाৰखनक एटा बिद्ৰोहৰ समय़त निৰ्माण कৰा हैछिल৷,,ইৰাকৰ আবু ঘ্ৰাইব কাৰাগাৰখনক এটা বিদ্ৰোহৰ সময়ত নিৰ্মাণ কৰা হৈছিল৷
4,The pilot was identified as Squadron Leader Dilokrit Pattavee.,पायलट की पहचान स्क्वाड्रन लीडर दिलोकृत पटावी के रूप में की गई.,,પાઇલટની ઓળખ સ્ક્વૉડ્રન લીડર ડિલોક્રિટ પૅટ્ટાવી તરીકે થઈ.,पायलट की पहचान स्क्वाड्रन लीडर दिलोकृत पटावी के रूप में की गई.,પાઇલટની ઓળખ સ્ક્વૉડ્રન લીડર ડિલોક્રિટ પૅટ્ટાવી તરીકે થઈ.,The pilot was identified as Squadron Leader Dilokrit Pattavee.,पायलट की पहचान स्क्वाड्रन लीडर दिलोकृत पटावी के रूप में की गई.,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,Hindi,Gujarati,12,paayalaTa kii pahachaana skvaaDrana liiDara dilokR^ita paTaavii ke ruupa me.m kii gaii.,पायलट की पहचान स्क्वाड्रन लीडर दिलोकृत पटावी के रूप में की गई.,,
12,Nadal's head to head record against the Canadian is 7–2.,कनाडियन के खिलाफ नडाल का सीधा रिकॉर्ड 7-2 है।,,નાદલ અને કેનેડિયન વચ્ચે ની હરીફાઈ નો રેકોર્ડ 7-2 છે.,कनाडियन के खिलाफ नडाल का सीधा रिकॉर्ड 7-2 है।,નાદલ અને કેનેડિયન વચ્ચે ની હરીફાઈ નો રેકોર્ડ 7-2 છે.,Nadal's head to head record against the Canadian is 7–2.,कनाडियन के खिलाफ नडाल का सीधा रिकॉर्ड 7-2 है।,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,Hindi,Gujarati,9,kanaaDiyana ke khilaapha naDaala kaa siidhaa rikॉrDa 7-2 hai.,कनाडियन के खिलाफ नडाल का सीधा रिकॉर्ड 7-2 है।,,
24,Today's Player of the Day is Alex Ovechkin of the Washington Capitals.,आज के खिलाड़ी वॉशिगंटन कैपिटल्स के एलेक्स ओवेचकिन हैं.,,આજનો પ્લેયર ઓફ ધ ડે વોશિંગ્ટન કેપિટલ્સનો એલેક્સ ઓવેકકીન છે.,आज के खिलाड़ी वॉशिगंटन कैपिटल्स के एलेक्स ओवेचकिन हैं.,આજનો પ્લેયર ઓફ ધ ડે વોશિંગ્ટન કેપિટલ્સનો એલેક્સ ઓવેકકીન છે.,Today's Player of the Day is Alex Ovechkin of the Washington Capitals.,आज के खिलाड़ी वॉशिगंटन कैपिटल्स के एलेक्स ओवेचकिन हैं.,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,Hindi,Gujarati,9,aaja ke khilaaDaii vॉshiga.mTana kaipiTalsa ke eleksa ovechakina hai.m.,आज के खिलाड़ी वॉशिगंटन कैपिटल्स के एलेक्स ओवेचकिन हैं.,,
81,Maroochydore then defeated Caboolture in the Preliminary Final.,मारूचिडोर ने इसके बाद प्रारंभिक फाइनल में कैबुलचर को हराया।,,મરુચીડોરએ કાબૂલતરને પ્રીલિમિનરી ફાઇનલમાં હરાવ્યા.,मारूचिडोर ने इसके बाद प्रारंभिक फाइनल में कैबुलचर को हराया।,મરુચીડોરએ કાબૂલતરને પ્રીલિમિનરી ફાઇનલમાં હરાવ્યા.,Maroochydore then defeated Caboolture in the Preliminary Final.,मारूचिडोर ने इसके बाद प्रारंभिक फाइनल में कैबुलचर को हराया।,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,Hindi,Gujarati,10,maaruuchiDora ne isake baada praara.mbhika phaainala me.m kaibulachara ko haraayaa.,मारूचिडोर ने इसके बाद प्रारंभिक फाइनल में कैबुलचर को हराया।,,
96,An inquiry was established to investigate.,छानबीन के लिए एक जाँच गठित की गई थी।,,વધુ તપાસ માટે પૂછપરછની ગોઠવણ કરવામાં આવી હતી.,छानबीन के लिए एक जाँच गठित की गई थी।,વધુ તપાસ માટે પૂછપરછની ગોઠવણ કરવામાં આવી હતી.,An inquiry was established to investigate.,छानबीन के लिए एक जाँच गठित की गई थी।,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,Hindi,Gujarati,9,Chaanabiina ke lie eka jaaँcha gaThita kii gaii thii.,छानबीन के लिए एक जाँच गठित की गई थी।,,
109,The capsule will look much like a shooting star going across the sky.,कैप्सूल बहुत हद तक आसमान में एक उल्का की तरह दिखाई देगा.,,આ કેપ્સ્યુલ આકાશમાં થી પસાર થઈ રહેલા શૂટિંગ સ્ટાર જેવી જ લાગશે.,कैप्सूल बहुत हद तक आसमान में एक उल्का की तरह दिखाई देगा.,આ કેપ્સ્યુલ આકાશમાં થી પસાર થઈ રહેલા શૂટિંગ સ્ટાર જેવી જ લાગશે.,The capsule will look much like a shooting star going across the sky.,कैप्सूल बहुत हद तक आसमान में एक उल्का की तरह दिखाई देगा.,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,Hindi,Gujarati,12,kaipsuula bahuta hada taka aasamaana me.m eka ulkaa kii taraha dikhaaii degaa.,कैप्सूल बहुत हद तक आसमान में एक उल्का की तरह दिखाई देगा.,,
115,It is the biggest acquisition in eBay's history.,यह eBay के इतिहास में सबसे बड़ा अधिग्रहण है.,,eBayના ઇતિહાસમાં આ સૌથી મોટું અધિગ્રહણ છે.,यह eBay के इतिहास में सबसे बड़ा अधिग्रहण है.,eBayના ઇતિહાસમાં આ સૌથી મોટું અધિગ્રહણ છે.,It is the biggest acquisition in eBay's history.,यह eBay के इतिहास में सबसे बड़ा अधिग्रहण है.,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,Hindi,Gujarati,9,yaha eBay ke itihaasa me.m sabase baDaaa adhigrahaNa hai.,यह eBay के इतिहास में सबसे बड़ा अधिग्रहण है.,,
156,Fifteen of these rocks are attributed to the meteorite shower last July.,इनमें से पंद्रह चट्टानें पिछली जुलाई में हुए उल्कापात की देन हैं.,,આમાંથી પંદર ખડકો ગયા જુલાઈમાં ઉલ્કાવર્ષાને કારણે થયા હતા.,इनमें से पंद्रह चट्टानें पिछली जुलाई में हुए उल्कापात की देन हैं.,આમાંથી પંદર ખડકો ગયા જુલાઈમાં ઉલ્કાવર્ષાને કારણે થયા હતા.,Fifteen of these rocks are attributed to the meteorite shower last July.,इनमें से पंद्रह चट्टानें पिछली जुलाई में हुए उल्कापात की देन हैं.,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,Hindi,Gujarati,12,iname.m se pa.mdraha chaTTaane.m piChalii julaaii me.m hue ulkaapaata kii dena hai.m.,इनमें से पंद्रह चट्टानें पिछली जुलाई में हुए उल्कापात की देन हैं.,,
168,The attack put a huge strain on relations between India and Pakistan.,हमले ने भारत और पाकिस्तान के रिश्तों पर भारी तनाव डाला है.,,હુમલાના કારણે ભારત અને પાકિસ્તાનના સંબંધો અતિશય તંગ થયા.,हमले ने भारत और पाकिस्तान के रिश्तों पर भारी तनाव डाला है.,હુમલાના કારણે ભારત અને પાકિસ્તાનના સંબંધો અતિશય તંગ થયા.,The attack put a huge strain on relations between India and Pakistan.,हमले ने भारत और पाकिस्तान के रिश्तों पर भारी तनाव डाला है.,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,Hindi,Gujarati,12,hamale ne bhaarata aura paakistaana ke rishto.m para bhaarii tanaava Daalaa hai.,हमले ने भारत और पाकिस्तान के रिश्तों पर भारी तनाव डाला है.,,
204,Some of the rainfall was accompanied by thunderstorms and frequent lightning.,कुछ वर्षा के समय आंधी आई और बार-बार बिजली गिरी ।,,કેટલોક વરસાદ ગાજવીજ અને વારંવાર વીજળી પડવા સાથે થયો હતો.,कुछ वर्षा के समय आंधी आई और बार-बार बिजली गिरी ।,કેટલોક વરસાદ ગાજવીજ અને વારંવાર વીજળી પડવા સાથે થયો હતો.,Some of the rainfall was accompanied by thunderstorms and frequent lightning.,कुछ वर्षा के समय आंधी आई और बार-बार बिजली गिरी ।,hin_to_guj,control_devanagari_in_input,hin_Deva,guj_Gujr,Hindi,Gujarati,11,kuCha varShaa ke samaya aa.mdhii aaii aura baara-baara bijalii girii .,कुछ वर्षा के समय आंधी आई और बार-बार बिजली गिरी ।,,
